train_loss,val_loss,train_acc,val_acc
2.6519408226013184,3.7839388847351074,0.35,0.125
2.4565176963806152,2.6697049140930176,0.375,0.15
1.6160058975219727,2.4789299964904785,0.325,0.125
1.6495246887207031,1.774940848350525,0.25,0.1
1.5832693576812744,1.287157654762268,0.275,0.525
1.2754132747650146,1.3399159908294678,0.5,0.5
1.4246660470962524,1.2338135242462158,0.4,0.4
1.4325478076934814,1.3882471323013306,0.275,0.275
1.0661351680755615,0.9800015687942505,0.525,0.7
1.014092206954956,0.9333702325820923,0.6,0.725
0.9948522448539734,1.0133464336395264,0.675,0.625
0.9289026260375977,1.0336027145385742,0.65,0.6
0.9631177186965942,1.0002468824386597,0.575,0.525
0.7635711431503296,0.960610032081604,0.675,0.65
0.6579250693321228,1.1277395486831665,0.7,0.55
0.6811995506286621,0.8915964961051941,0.725,0.7
0.6218479871749878,0.6098628044128418,0.8,0.825
0.5315834879875183,0.7039496302604675,0.9,0.775
0.4570617079734802,0.6391476392745972,0.95,0.75
0.5371317267417908,0.7186701893806458,0.825,0.625
0.3420279622077942,0.7042028903961182,0.95,0.725
0.40249505639076233,0.8245466351509094,0.875,0.675
0.4369358420372009,0.7067738771438599,0.875,0.75
0.5031613111495972,0.7726636528968811,0.85,0.775
0.42888325452804565,0.9701493382453918,0.8,0.625
0.4428597092628479,1.0472853183746338,0.85,0.625
0.2602130174636841,0.5852075219154358,0.925,0.775
0.24381907284259796,0.8533962965011597,0.925,0.7
0.2664211392402649,0.7644669413566589,0.875,0.775
0.3031488060951233,0.6579877138137817,0.875,0.775
0.3317244052886963,0.7207692861557007,0.875,0.825
0.2741333842277527,0.33670467138290405,0.9,0.85
0.1941409409046173,0.7981424927711487,0.925,0.575
0.2465929090976715,0.6201604604721069,0.9,0.75
0.23620346188545227,0.5564894080162048,0.95,0.775
0.10657720267772675,0.9052790403366089,0.975,0.775
0.24043016135692596,0.9681156277656555,0.95,0.625
0.08824429661035538,0.8376544117927551,1.0,0.75
0.08853963762521744,0.507073700428009,0.975,0.85
0.08076634258031845,0.7411087155342102,1.0,0.85
0.09838301688432693,0.5271740555763245,1.0,0.8
0.11433043330907822,0.7033372521400452,1.0,0.725
0.24244336783885956,0.2335127890110016,0.95,0.95
0.15294599533081055,0.7216599583625793,0.975,0.825
0.18120437860488892,0.310223251581192,0.9,0.95
0.1179954782128334,0.5574519634246826,0.95,0.825
0.09774105250835419,0.7992874383926392,0.975,0.7
0.17967121303081512,0.7365554571151733,0.95,0.8
0.2591093182563782,0.3528970181941986,0.875,0.9
0.1126602441072464,0.6918591260910034,0.95,0.8
0.06311699002981186,0.8184090852737427,1.0,0.7
0.19605715572834015,1.3928354978561401,0.925,0.625
0.10324440151453018,1.0295840501785278,0.975,0.725
0.12299337238073349,0.7865433692932129,0.975,0.7
0.24719801545143127,0.5654314756393433,0.875,0.85
0.2737617492675781,0.6998699307441711,0.9,0.8
0.24644283950328827,0.9052899479866028,0.95,0.825
0.32096999883651733,0.9185417294502258,0.875,0.775
0.28317689895629883,1.485154390335083,0.925,0.6
0.11278698593378067,0.8364561796188354,0.975,0.725
0.1471879780292511,1.0752427577972412,0.9,0.65
0.1355607807636261,1.053899884223938,0.95,0.65
0.1097729355096817,1.0624123811721802,0.975,0.65
0.30634790658950806,0.49141034483909607,0.925,0.775
0.2230042964220047,0.4223915636539459,0.9,0.825
0.13879981637001038,0.5035094022750854,0.925,0.85
0.17924949526786804,0.4072432518005371,0.925,0.85
0.20612433552742004,0.4767588973045349,0.95,0.8
0.11749021708965302,1.2099515199661255,1.0,0.675
0.2894749939441681,0.8011773824691772,0.9,0.7
0.20842421054840088,0.6553646326065063,0.9,0.75
0.09104833751916885,0.7366036176681519,1.0,0.775
0.10410717874765396,0.8781893849372864,0.975,0.725
0.03488702327013016,0.9666946530342102,1.0,0.7
0.021654551848769188,1.0004863739013672,1.0,0.75
0.18146082758903503,0.9393640756607056,0.975,0.775
0.05360380932688713,0.7012099623680115,0.975,0.85
0.09362474083900452,0.6685145497322083,0.975,0.825
0.13726045191287994,0.9399800300598145,0.975,0.75
0.15878108143806458,1.2521528005599976,0.95,0.7
0.09639839082956314,0.994720458984375,0.925,0.7
0.06379302591085434,1.2062147855758667,1.0,0.75
0.08178650587797165,0.6864221692085266,0.975,0.825
0.08025391399860382,0.6552137136459351,0.975,0.875
0.34582430124282837,0.38673317432403564,0.85,0.85
0.21238496899604797,0.5690566301345825,0.9,0.8
0.11295574903488159,0.6250726580619812,0.975,0.8
0.13708344101905823,0.8297894597053528,0.95,0.825
0.19879412651062012,0.4786170423030853,0.9,0.825
0.0490967333316803,0.9055976867675781,1.0,0.7
0.0822046622633934,0.7618931531906128,0.975,0.8
0.030003512278199196,0.5807092189788818,1.0,0.825
0.10802952200174332,0.9238390922546387,0.975,0.675
0.05205355957150459,0.6003323793411255,0.975,0.775
0.08007330447435379,0.9246347546577454,0.975,0.725
0.04657004028558731,0.7699809074401855,1.0,0.775
0.03878268599510193,0.8367652893066406,0.975,0.775
0.04794710874557495,0.47436848282814026,0.975,0.85
0.07669829577207565,0.7163775563240051,0.975,0.8
0.04051412642002106,0.6121727228164673,1.0,0.75
0.06599309295415878,0.6459999084472656,0.975,0.775
0.021266769617795944,0.7634931206703186,1.0,0.825
0.0532071515917778,0.858052134513855,0.975,0.825
0.06560815125703812,0.5735095739364624,0.975,0.85
0.13407574594020844,1.3797192573547363,0.925,0.675
0.0725138932466507,0.470742791891098,1.0,0.825
0.14995720982551575,0.8021737933158875,0.95,0.7
0.19371971487998962,0.7302800416946411,0.95,0.75
0.25390177965164185,0.8600972890853882,0.875,0.775
0.160614475607872,1.0425950288772583,0.9,0.675
0.06149701401591301,0.8062966465950012,0.975,0.725
0.12778240442276,0.9413758516311646,0.975,0.75
0.11597806215286255,0.6666288375854492,0.975,0.8
0.2781164348125458,0.6372762322425842,0.9,0.825
0.2571113705635071,0.8535054922103882,0.9,0.75
0.12290240824222565,0.8967475891113281,0.975,0.725
0.035240538418293,0.9668623208999634,1.0,0.65
0.16435059905052185,0.6723188161849976,0.975,0.725
0.13111180067062378,0.4907349646091461,0.925,0.8
0.39785104990005493,1.6508235931396484,0.875,0.65
0.42129096388816833,1.0069246292114258,0.825,0.725
0.5309613943099976,0.8092395663261414,0.85,0.75
0.35138773918151855,0.9327065348625183,0.875,0.625
0.1583365648984909,0.7618387937545776,0.95,0.775
0.07648999989032745,0.670554518699646,0.975,0.825
0.16652891039848328,1.1836923360824585,0.925,0.725
0.08969160169363022,0.4179933965206146,0.975,0.875
0.1574970781803131,0.7643862962722778,0.975,0.8
0.16792920231819153,0.930411696434021,0.975,0.7
0.05757778882980347,0.7218161821365356,1.0,0.8
0.15107634663581848,1.013582468032837,0.925,0.75
0.13037332892417908,0.36381587386131287,0.95,0.85
0.11413568258285522,0.7998145818710327,0.975,0.725
0.08370749652385712,0.8820027112960815,0.95,0.8
0.13158294558525085,0.5544672012329102,0.925,0.825
0.23322662711143494,0.7994875907897949,0.875,0.8
0.10609614849090576,1.130747675895691,0.95,0.725
0.07574407756328583,0.5437501072883606,0.95,0.875
0.171537846326828,1.0072152614593506,0.9,0.75
0.1006605476140976,0.28662270307540894,0.975,0.9
0.06757644563913345,0.8195716738700867,1.0,0.75
0.1043568029999733,0.4472866654396057,0.975,0.875
0.15430848300457,0.8145443201065063,0.95,0.7
0.27656984329223633,0.9902240037918091,0.9,0.65
0.17520490288734436,0.691706120967865,0.975,0.75
0.1889529675245285,1.861141562461853,0.95,0.6
0.10362617671489716,1.088274598121643,0.975,0.8
0.125249981880188,0.533083438873291,0.95,0.825
0.24728652834892273,0.6168901324272156,0.875,0.725
0.1846582591533661,0.5498829483985901,0.925,0.8
0.15385417640209198,1.0189815759658813,0.925,0.675
0.15984340012073517,0.5201151371002197,0.975,0.8
0.19600407779216766,0.6457910537719727,0.925,0.75
0.10072370618581772,0.529960036277771,0.975,0.8
0.2043287307024002,0.5772610902786255,0.925,0.875
0.17779847979545593,0.7895973920822144,0.95,0.8
0.1029454916715622,0.6220064759254456,0.975,0.775
0.10925059020519257,0.8522923588752747,0.975,0.7
0.10848941653966904,1.0317187309265137,0.975,0.675
0.1861949861049652,0.5978870987892151,0.925,0.8
0.2013256847858429,0.721563994884491,0.85,0.8
0.0872175320982933,0.7336928248405457,0.975,0.75
0.22579188644886017,0.9767189025878906,0.95,0.725
0.1320227086544037,0.8821455836296082,0.95,0.675
0.1444106549024582,1.0635473728179932,0.925,0.65
0.0927497148513794,0.5830903649330139,0.975,0.825
0.08639302104711533,0.6998401880264282,0.975,0.7
0.14061622321605682,0.9597735404968262,0.975,0.7
0.20260925590991974,0.3538641631603241,0.9,0.875
0.28658849000930786,0.5396023988723755,0.875,0.85
0.10707025229930878,0.5076446533203125,0.975,0.825
0.26119178533554077,0.7774423360824585,0.9,0.825
0.10808154195547104,0.6896973848342896,0.925,0.75
0.06898748874664307,0.8208127021789551,0.975,0.775
0.08123591542243958,0.8302658200263977,1.0,0.7
0.2077847719192505,1.1777067184448242,0.925,0.725
0.15567798912525177,1.2281856536865234,0.95,0.675
0.355302095413208,1.0145766735076904,0.9,0.75
0.19260111451148987,1.8219833374023438,0.925,0.7
0.1968199908733368,1.0177679061889648,0.925,0.725
0.08099164813756943,1.1344228982925415,0.975,0.65
0.11646554619073868,0.6829304695129395,0.95,0.825
0.04738062992691994,0.612892746925354,0.975,0.725
0.07567263394594193,1.1997864246368408,0.975,0.775
0.35879623889923096,0.605896532535553,0.8,0.875
0.29037660360336304,0.8566591143608093,0.875,0.8
0.3115416169166565,0.9241730570793152,0.85,0.725
0.034826286137104034,0.7852591276168823,1.0,0.75
0.3922780156135559,0.8752533197402954,0.875,0.725
0.21976101398468018,0.5227726697921753,0.925,0.85
0.23832030594348907,0.5496149659156799,0.9,0.875
0.20032620429992676,0.5223971009254456,0.925,0.8
0.08304041624069214,1.6220344305038452,0.975,0.625
0.06575492769479752,0.9420010447502136,0.975,0.8
0.16861101984977722,1.9344291687011719,0.9,0.55
0.13260461390018463,0.653628945350647,0.95,0.8
0.12362229824066162,1.0861828327178955,0.95,0.725
0.13931608200073242,0.6334993839263916,0.925,0.85
0.1272439807653427,0.6167315244674683,0.975,0.75
0.0344390869140625,1.1082277297973633,1.0,0.8
0.0680069848895073,0.9706732034683228,0.975,0.8
0.09263269603252411,1.0401952266693115,0.95,0.775
0.13762080669403076,0.9752019643783569,0.95,0.7
0.1445966362953186,0.6491016745567322,0.9,0.75
0.1480996012687683,0.7692351341247559,0.9,0.75
0.33474311232566833,0.6880213618278503,0.825,0.8
0.3291988968849182,0.4834180772304535,0.825,0.85
0.2363690882921219,0.48304039239883423,0.925,0.9
0.14030706882476807,0.6916342973709106,0.95,0.9
0.16193608939647675,0.5059932470321655,0.9,0.875
